REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,EDUCATION_LEVEL,Education Level,WEALTH_QUINTILE,Wealth Quintile,RESIDENCE,Residence,UNIT_MEASURE,Unit of measure,UNIT_MULTIPLIER,Unit multiplier,SOURCE_LINK,SERIES_FOOTNOTE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation Status,DATA_SOURCE,OBS_CONF,Observation confidentaility,TIME_PERIOD_METHOD,Time period activity related to when the data are collected,COVERAGE_TIME,OBS_FOOTNOTE,FREQ_COLL,Time interval at which the source data are collected
GAB,Gabon,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2012,17.98093,,,DHS 2012,,,,,,,0,Not Known
GEO,Georgia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,8.2262192,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,13.63955,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,19.799311,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,6.5968332,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,13.63452,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,13.75376,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,4.1131291,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,12.66178,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,10.39132,,,MICS 2018,,,,,,,0,Not Known
GEO,Georgia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,11.3,,,MICS 2018,,,,,,,0,Not Known
GHA,Ghana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,29.027229,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,21.296551,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,31.404619,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,25.73772,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,23.44846,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,23.026079,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,19.753269,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,26.489849,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,22.89382,,,MICS 2017-18,,,,,,,0,Not Known
GHA,Ghana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,24.885349,,,MICS 2017-18,,,,,,,0,Not Known
GIN,Guinea,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,73.034439,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,49.570759,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,85.867653,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,84.120323,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,73.438217,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,56.48888,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,33.138649,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2018,80.829979,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2018,39.964581,,,DHS 2018,,,,,,,0,Not Known
GIN,Guinea,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,62.75359,,,DHS 2018,,,,,,,0,Not Known
GMB,Gambia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,54.952721,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,44.462711,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2013,63.800911,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2013,58.977772,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2013,59.147339,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2013,45.446171,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2013,29.246019,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2013,62.946209,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2013,40.213848,,,DHS 2013,,,,,,,0,Not Known
GMB,Gambia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2013,49.91692,,,DHS 2013,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,35.934319,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,28.521601,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2019,33.402161,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2019,36.223141,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2019,34.207642,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2019,31.467171,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2019,27.184509,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2019,35.005192,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2019,28.355289,,,MICS 2018-19,,,,,,,0,Not Known
GNB,Guinea-Bissau,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,32.20438,,,MICS 2018-19,,,,,,,0,Not Known
GTM,Guatemala,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,53.8465,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,43.618469,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2015,74.8675,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2015,67.439987,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2015,53.300659,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2015,31.501431,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2015,15.08639,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2015,60.582451,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2015,32.737091,,,DHS 2014-15,,,,,,,0,Not Known
GTM,Guatemala,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2015,48.889931,,,DHS 2014-15,,,,,,,0,Not Known
GUY,Guyana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2020,12.3608,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2020,22.37685,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2020,31.62661,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2020,25.03615,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2020,13.9939,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2020,5.7470021,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2020,8.4281616,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2020,18.78495,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2020,12.93743,,,MICS 2019-20,,,,,,,,
GUY,Guyana,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2020,17.56419,,,MICS 2019-20,,,,,,,,
HND,Honduras,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,45.02813,,,MICS 2019,,,,,,,,
HND,Honduras,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,48.01088,,,MICS 2019,,,,,,,,
HND,Honduras,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2019,79.001839,,,MICS 2019,,,,,,,,
HND,Honduras,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2019,59.49226,,,MICS 2019,,,,,,,,
HND,Honduras,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2019,43.171711,,,MICS 2019,,,,,,,,
HND,Honduras,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2019,30.179939,,,MICS 2019,,,,,,,,
HND,Honduras,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2019,14.9874,,,MICS 2019,,,,,,,,
HND,Honduras,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2019,61.017021,,,MICS 2019,,,,,,,,
HND,Honduras,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2019,28.31448,,,MICS 2019,,,,,,,,
HND,Honduras,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2019,46.52631,,,MICS 2019,,,,,,,,
HTI,Haiti,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,15.04152,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,14.08602,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2017,29.310341,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2017,16.085739,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2017,13.2905,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2017,11.07589,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2017,5.2136388,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2017,17.622829,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2017,10.31561,,,DHS 2016-17,,,,,,,0,Not Known
HTI,Haiti,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,14.57498,,,DHS 2016-17,,,,,,,0,Not Known
IDN,Indonesia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,19.006451,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,21.63389,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2017,38.59811,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2017,26.75621,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2017,18.60014,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2017,11.64382,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2017,7.4539051,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2017,26.388281,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2017,14.84629,,,DHS 2017,,,,,,,,
IDN,Indonesia,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2017,20.35568,,,DHS 2017,,,,,,,,
IND,India,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,25.74103,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,21.124281,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2016,41.24218,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2016,28.9058,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2016,21.548201,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2016,13.80526,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2016,5.5912781,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,R,Rural,PCNT,%,,,,,2016,26.01148,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,U,Urban,PCNT,%,,,,,2016,17.47493,,,DHS 2015-16,,,,,,,0,Not Known
IND,India,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2016,23.3477,,,DHS 2015-16,,,,,,,0,Not Known
IRQ,Iraq,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,F,Female,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,46.099998,,,MICS 2018,,,,,,,0,Not Known
IRQ,Iraq,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,M,Male,ISCED11_3,Upper secondary education,_T,Total,_T,Total,PCNT,%,,,,,2018,34.700001,,,MICS 2018,,,,,,,0,Not Known
IRQ,Iraq,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q1,Lowest,_T,Total,PCNT,%,,,,,2018,62.299999,,,MICS 2018,,,,,,,0,Not Known
IRQ,Iraq,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q2,Second,_T,Total,PCNT,%,,,,,2018,49.5,,,MICS 2018,,,,,,,0,Not Known
IRQ,Iraq,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q3,Middle,_T,Total,PCNT,%,,,,,2018,39.900002,,,MICS 2018,,,,,,,0,Not Known
IRQ,Iraq,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q4,Fourth,_T,Total,PCNT,%,,,,,2018,32.700001,,,MICS 2018,,,,,,,0,Not Known
IRQ,Iraq,ED_ROFST_L3,Out-of-school rate for youth of upper secondary school age,_T,Total,ISCED11_3,Upper secondary education,Q5,Highest,_T,Total,PCNT,%,,,,,2018,19.700001,,,MICS 2018,,,,,,,0,Not Known
